web-scraper-order,web-scraper-start-url,category,category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating
1603864136-575,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Notebook Set For Makeup Drawing,https://www.jadroo.com/notebook-set-for-makeup-drawing-2,Notebook Set For Makeup Drawing,399,https://www.jadroo.com/uploads/media/2020/10/HvW7MNuekG/O1CN01Nt3MCc2KzDY4aT1P4_!!0-item_pic-medium.jpg,0
1603862508-428,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,FLORMAR GEL EYELINER,https://www.jadroo.com/flormar-gel-eyeliner,FLORMAR GEL EYELINER,1300,https://www.jadroo.com/uploads/media/2020/09/FIZ8HqImEI/flomar gel eyeliner-medium.png,0
1603860316-11,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Stay Classic Mobile BackCase,https://www.jadroo.com/mobile-cover-6,Stay Classic Mobile BackCase,200,https://www.jadroo.com/uploads/media/2020/02/AhVRdmhbnC/JRAMS001BS-16.jpg,0
1603860772-164,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,PGM Golf Ball Set,https://www.jadroo.com/golf-ball-with-golf-ball-packaging-box-size3pcs,PGM Golf Ball Set,300,https://www.jadroo.com/uploads/media/2020/02/Voyxig5pVr/JRLA-GEF05-medium.jpg,0
1603860736-156,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Waterproof Touch Screen Bi-Cycle Travel Bag,https://www.jadroo.com/waterproof-bike-bag-frame-head-front-top-tube-bike-bag-touch-screen-bicycle-bag,Waterproof Touch Screen Bi-Cycle Travel Bag,520,https://www.jadroo.com/uploads/media/2020/02/e2xRvvXkZV/JR-SN014-DBU.jpg,0
1603861333-309,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,"Sony  Bravia 65X7500F 65"" LED 4K UHD HDR Android TV",https://www.jadroo.com/sony-bravia-65x7500f-65-led-4k-uhd-hdr-android-tv,"Sony  Bravia 65X7500F 65"" LED 4K UHD HDR Android TV",199900,https://www.jadroo.com/uploads/media/2020/08/9buyh7Z7vQ/Product Upload Template-medium.png,0
1603860327-15,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Singles Repeating Black Mobile case,https://www.jadroo.com/mobile-cover-10,Singles Repeating Black Mobile case,200,https://www.jadroo.com/uploads/media/2020/02/TR43JF46Qr/JRAMS001KL-16.jpg,0
1603860703-143,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Yanen Traditional Soccer Ball Training,https://www.jadroo.com/football-size-5-pvc-football-beach-ball-soccer-4,Yanen Traditional Soccer Ball Training,675,https://www.jadroo.com/uploads/media/2020/02/smb9z2wz1v/JRFT-NEW02-R.jpg,0
1603860823-181,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Face clear and Soft Tissue,https://www.jadroo.com/facial-tissues-tissue,Face clear and Soft Tissue,30,https://www.jadroo.com/uploads/media/2020/03/yrCoRvYhGx/JRJR-002.jpg,0
1603861063-267,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Gillette Blue II plus,https://www.jadroo.com/gillette-blue-ii-plus,Gillette Blue II plus,199,https://www.jadroo.com/uploads/media/2020/09/ttPwZVWacX/yukgmjhn-medium.jpg,0
1603860684-137,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Custom Print Eco Friendly Anti Slip Jute Yoga Mat,https://www.jadroo.com/yoga-mat-training-mat-sports-mat,Custom Print Eco Friendly Anti Slip Jute Yoga Mat,1260,https://www.jadroo.com/uploads/media/2020/02/i8Rf6MY4GE/JR18561-S-PU.jpg,0
1603863998-557,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Huggies Dry Diapers Large 9-14 kg (32 Pants),https://www.jadroo.com/huggies-dry-diapers-large-9-14-kg-32-pants,Huggies Dry Diapers Large 9-14 kg (32 Pants),820,https://www.jadroo.com/uploads/media/2020/09/Ywvpof6nvu/513BJG-rP1L._SL1000_-medium.jpg,0
1603863721-517,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Bangladesh lungi জুই,https://www.jadroo.com/bangladesh-lungi-2,Bangladesh lungi জুই,730,https://www.jadroo.com/uploads/media/2020/09/tPv1KVBmRn/Untitled2-medium.png,0
1603860910-212,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Waterproof Breathable Cute Cartoon Band Aid,https://www.jadroo.com/waterproof-breathable-cute-cartoon-band-aid-4,Waterproof Breathable Cute Cartoon Band Aid,120,https://www.jadroo.com/uploads/media/2020/02/Zdc4UcqPB1/C000327PK-medium.jpg,0
1603861251-301,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JadRoo Rice Cooker 2.8 L,https://www.jadroo.com/jadroo-rice-cooker-28-l-5,JadRoo Rice Cooker 2.8 L,2000,https://www.jadroo.com/uploads/media/2020/08/AKt4p2KG2B/5-medium.jpg,0
1603863157-478,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Apple Watch SE,https://www.jadroo.com/apple-watch-se,Apple Watch SE,39990,https://www.jadroo.com/uploads/media/2020/10/DMxtpiHoTL/Untitled1-medium.jpg,0
1603860547-83,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Nutmeg Leaf (জয়ত্রী) 25gm,https://www.jadroo.com/nutmeg-leaf-25gm,Nutmeg Leaf (জয়ত্রী) 25gm,75,https://www.jadroo.com/uploads/media/2020/10/RknROyRPMH/জয়ত্রী 03-medium.jpg,0
1603860415-34,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,STITCH Lilo & Stitch Bluetooth Silicone Airpod Case,https://www.jadroo.com/stitch-lilo-stitch-bluetooth-silicone-airpod-case-2,STITCH Lilo & Stitch Bluetooth Silicone Airpod Case,250,https://www.jadroo.com/uploads/media/2019/12/ramIa8HRg0/11288596963_2023203049-medium.jpg,0
1603863862-535,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Royal Mirage (Body) Gold- 150 ml,https://www.jadroo.com/royal-mirage-body-gold-150-ml,Royal Mirage (Body) Gold- 150 ml,295,https://www.jadroo.com/uploads/media/2020/10/ilSjb2yhQC/200bodyspray800-gold11-medium.jpg,0
1603862493-427,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,FLORMAR EYE PERFECTION PRIMER,https://www.jadroo.com/flormar-eye-perfection-primer,FLORMAR EYE PERFECTION PRIMER,720,https://www.jadroo.com/uploads/media/2020/09/ZHVlqGbSLX/flomar perfection primer-medium.jpg,0
1603863839-532,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Royal Mirage (Body) Sport- 150 ml,https://www.jadroo.com/royal-mirage-body-sport-150-ml-2,Royal Mirage (Body) Sport- 150 ml,295,https://www.jadroo.com/uploads/media/2020/10/SrWSzxF4Me/Untitled-1-medium.jpg,0
1603860340-19,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,White 5-Way Socket,https://www.jadroo.com/5-way-socket-white,White 5-Way Socket,540,https://www.jadroo.com/uploads/media/2020/02/GmlHzzJcpj/JR-60065531.png,0
1603860711-146,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Bicycle Unparalleled Parameters,https://www.jadroo.com/adult-bicycle-fixie-bike-2,Bicycle Unparalleled Parameters,10900,https://www.jadroo.com/uploads/media/2020/02/Tfj6TudeHc/JRZL-128-W.jpg,0
1603860508-67,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Green Cardamom  (এলাচ) 250gm,https://www.jadroo.com/green-cardamom-250gm,Green Cardamom  (এলাচ) 250gm,700,https://www.jadroo.com/uploads/media/2020/10/FKmoeirFxb/719dVVPK2WL._SL1500_-medium.jpg,0
1603860373-27,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Mickey and Minne Silicone Bluetooth Wireless Earphone Airpods Case Protective Cover Skin Accessories for Apple Airpods Charging Box,https://www.jadroo.com/mickey-and-minne-silicone-bluetooth-wireless-earphone-airpods-case-protective-cover-skin-accessories-for-apple-airpods-charging-box,Mickey and Minne Silicone Bluetooth Wireless Earphone Airpods Case Protective Cover Skin Accessories for Apple Airpods Charging Box,250,https://www.jadroo.com/uploads/media/2020/02/Q9ltZ0LnRS/JRSYD-10M-medium.jpg,0
1603860880-202,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Ultrasonic aroma cool mist steam air humidifier,https://www.jadroo.com/ultrasonic-aroma-cool-mist-steam-air-humidifier,Ultrasonic aroma cool mist steam air humidifier,3760,https://www.jadroo.com/uploads/media/2020/03/bhdEUz73HA/JRGP-NV8318.jpg,0
1603860861-195,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,TRESemme Anti-Breakage Conditioner,https://www.jadroo.com/tresemme-anti-breakage-conditioner-828-ml,TRESemme Anti-Breakage Conditioner,716,https://www.jadroo.com/uploads/media/2020/02/SqNWNMhFrr/JRLA-TRES012.jpg,0
1603860590-101,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Purnava Low GI Rice 5Kg,https://www.jadroo.com/purnava-low-gi-rice-5kg,Purnava Low GI Rice 5Kg,552,https://www.jadroo.com/uploads/media/2020/10/uqsi1D0Eyp/Purnava-Low-GI-Rice-medium.jpg,0
1603860412-33,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Hello Kitty Earphone,https://www.jadroo.com/hello-kitty-earphone,Hello Kitty Earphone,450,https://www.jadroo.com/uploads/media/2020/02/j9guxnVyoj/C001044R-medium.jpg,0
1603862790-449,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Cotton Unstitched Women Dress 3 Piece (Premium),https://www.jadroo.com/cotton-unstitched-women-dress-3-piece-premium-3,Cotton Unstitched Women Dress 3 Piece (Premium),1600,https://www.jadroo.com/uploads/media/2020/09/hfnGXyGeH7/6-a-medium.jpg,0
1603863903-542,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Pampers Active Baby New Born Upto 5kg (24 Diapers),https://www.jadroo.com/pampers-active-baby-new-born-upto-5kg-24-diapers,Pampers Active Baby New Born Upto 5kg (24 Diapers),760,https://www.jadroo.com/uploads/media/2020/09/zbXBdaS5MV/81wVP0l804L._SL1500_-medium.jpg,0
1603860397-31,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Bluetooth headset wireless headset case silicone protective cover airpods,https://www.jadroo.com/bluetooth-headset-wireless-headset-case-silicone-protective-cover-airpods-2,Bluetooth headset wireless headset case silicone protective cover airpods,250,https://www.jadroo.com/uploads/media/2020/02/YgPvSeUXRj/C000206-medium.jpg,0
1603860836-186,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Sensodyne Fresh Mint Sensitivity Toothpaste,https://www.jadroo.com/sensodyne-fresh-mint-sensitivity-toothpaste-for-sensitive-teeth-and-fresh-breath,Sensodyne Fresh Mint Sensitivity Toothpaste,418,https://www.jadroo.com/uploads/media/2020/02/b0FCX2dQmy/JRLA-143.jpg,0
1603861074-271,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Sensodyne Expert Soft Toothbrush,https://www.jadroo.com/sensodyne-expert-soft-toothbrush,Sensodyne Expert Soft Toothbrush,170,https://www.jadroo.com/uploads/media/2020/09/NNZzVVce6k/41Cu3RQQuNL._SX466_-medium.jpg,0
1603860858-194,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,TRESemme Moisture Rich Conditioner,https://www.jadroo.com/tresemme-moisture-rich-conditioner-500-ml,TRESemme Moisture Rich Conditioner,716,https://www.jadroo.com/uploads/media/2020/02/x0f5yMHJLg/JRLA-TRES011.jpg,0
1603863780-524,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Eternal Love BD XLOUIS For (Men)- 200 ml,https://www.jadroo.com/eternal-love-bd-xlouis-for-men-200-ml,Eternal Love BD XLOUIS For (Men)- 200 ml,310,https://www.jadroo.com/uploads/media/2020/10/yUPUAmYDL9/5-medium.jpg,0
1603860946-224,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Virus Prevention Surgical Mask Box of 50pcs,https://www.jadroo.com/virus-prevention-surgical-mask-box-of-50pcs,Virus Prevention Surgical Mask Box of 50pcs,1450,https://www.jadroo.com/uploads/media/2020/05/dbMoaudozg/face-mask-medium-medium.jpg,0
1603860883-203,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Instant Relief Anti-Dandruff Shampoo,https://www.jadroo.com/head-shoulders-men-hairfall-defense-600ml,Instant Relief Anti-Dandruff Shampoo,714,https://www.jadroo.com/uploads/media/2020/02/NlWG1Afvy0/JRLA-HFSXFS007.jpg,0
1603862248-411,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-27,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/iRcCtLtabL/21151990771-medium.jpg,0
1603863613-505,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,https://www.jadroo.com/amanat-shah-lungi-10,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,610,https://www.jadroo.com/uploads/media/2020/09/BOw5Dw2yNe/Untitled6-medium.jpg,0
1603860975-236,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Dettol Handwash Reenergize  Refill  170ml,https://www.jadroo.com/dettol-handwash-reenergize-refill-170ml-2,Dettol Handwash Reenergize  Refill  170ml,65,https://www.jadroo.com/uploads/media/2020/08/ZjVyU4oFXw/Primary Image (6)-medium.jpg,0
1603860292-4,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Remax Car Holder Mobile Stand,https://www.jadroo.com/remax-car-holder-mobile-stand,Remax Car Holder Mobile Stand,280,https://www.jadroo.com/uploads/media/2020/02/OzOXANh9wz/JR-RMX03-PU.jpg,0
1603861242-300,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Bigen Man's Speedy color 40gm-101 (Natural Black),https://www.jadroo.com/bigen-mans-speedy-color-40gm-101-natural-black,Bigen Man's Speedy color 40gm-101 (Natural Black),510,https://www.jadroo.com/uploads/media/2020/10/63fmiVx6jQ/81QkSMJ5HGL._SL1500_101-medium.jpg,0
1603860846-190,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Garnier Men Turbolight Icy Duo Foam White 100ml,https://www.jadroo.com/garnier-men-turbolight-icy-duo-foam-white-100ml-instantly-traps-dirt-pollution-and-oil-deeply-cleaning-and-purifying-pores-thoroughly,Garnier Men Turbolight Icy Duo Foam White 100ml,494,https://www.jadroo.com/uploads/media/2020/03/SU77G9StiD/JRLA-GAR001.jpg,0
1603860689-139,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Available Boys Bmx Kids Bicycle,https://www.jadroo.com/children-s-bicycle-3,Available Boys Bmx Kids Bicycle,8940,https://www.jadroo.com/uploads/media/2020/02/nfw1zYjNQ8/JRRT-NT7-R20.jpg,0
1603862079-397,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-11,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/VTepetKpx7/14051612006_123860573-medium.jpg,0
1603861066-268,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Gillette Blue II,https://www.jadroo.com/gillette-blue-ii,Gillette Blue II,149,https://www.jadroo.com/uploads/media/2020/09/9F2BlXpURi/yu9ikolp;[-medium.jpg,0
1603860540-80,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Nutmeg (জয়ফল) 250gm,https://www.jadroo.com/nutmeg-250gm,Nutmeg (জয়ফল) 250gm,150,https://www.jadroo.com/uploads/media/2020/10/VTTogAIwED/জয়ফল 03-medium.jpg,0
1603860364-25,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Peach Wireless Bluetooth Silicone Airpods Case,https://www.jadroo.com/peach-silicone-bluetooth-wireless-earphone-airpods-case-protective-cover-skin-accessories-for-apple-airpods-charging-box,Peach Wireless Bluetooth Silicone Airpods Case,250,https://www.jadroo.com/uploads/media/2020/02/fGiizRevHr/JRYSD-003-medium.jpg,0
1603860933-219,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Virus Prevention Surgical Mask ( 5 pcs/ package),https://www.jadroo.com/virus-prevention-surgical-mask-5-pcs-2,Virus Prevention Surgical Mask ( 5 pcs/ package),160,https://www.jadroo.com/uploads/media/2020/03/40nT5HgdAo/face-mask-medium.jpg,0
1603862779-448,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Cotton Unstitched  Women Dress 3 Piece (Premium),https://www.jadroo.com/cotton-unstitched-women-dress-3-piece-premium-4,Cotton Unstitched  Women Dress 3 Piece (Premium),1600,https://www.jadroo.com/uploads/media/2020/09/ZKOEYtH2fL/5-a-medium.jpg,0
1603861023-253,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Dettol Skincare Bathing Bar Soap 125gm monthly pack,https://www.jadroo.com/dettol-skincare-bathing-bar-soap-125gm-monthly-pack-2,Dettol Skincare Bathing Bar Soap 125gm monthly pack,199,https://www.jadroo.com/uploads/media/2020/08/SkLwbXoDth/1 (6)-medium.jpg,0
1603860537-79,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Kabab Masala (কাবাব মসলা) 250gm,https://www.jadroo.com/kabab-masala-250gm,Kabab Masala (কাবাব মসলা) 250gm,170,https://www.jadroo.com/uploads/media/2020/10/4r9yEX9GXq/কাবাব-মশলা-রেসিপি-kabab-masala-recipe-medium.jpg,0
1603860521-72,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,White Cardamom (সাদা এলাচি) - 250gm,https://www.jadroo.com/white-cardamom-250gm,White Cardamom (সাদা এলাচি) - 250gm,315,https://www.jadroo.com/uploads/media/2020/10/CCLpugISXM/bc3b8588e2258776a5c6f2f692c75e3e-medium.jpg,0
1603860815-178,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Malinan Makeup Brush,https://www.jadroo.com/cosmetic-tool,Malinan Makeup Brush,130,https://www.jadroo.com/uploads/media/2020/03/UcGO5sp7fx/JRMS-8570.jpg,0
1603860678-135,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Sport Sunature Futura Daypack Backpack,https://www.jadroo.com/backpack-4,Sport Sunature Futura Daypack Backpack,1400,https://www.jadroo.com/uploads/media/2020/02/zf9pIzZTXi/JDBLJ-002-GR.jpg,0
1603861388-317,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Star Shape String Led Fairy Light,https://www.jadroo.com/star-shape-string-led-fairy-light,Star Shape String Led Fairy Light,420,https://www.jadroo.com/uploads/media/2020/09/IoUzs2EhFe/A01-medium.jpg,0
1603860903-210,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Outdoor mosquito repellent spray,https://www.jadroo.com/outdoor-mosquito-repellent-spray,Outdoor mosquito repellent spray,420,https://www.jadroo.com/uploads/media/2020/03/SFMuhYBBFd/C000177-medium.jpg,0
1603861111-279,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Nail Cutter Set Fruit Design,https://www.jadroo.com/nail-cutter-set-fruit-design,Nail Cutter Set Fruit Design,250,https://www.jadroo.com/uploads/media/2020/09/pDAaBdM0q5/A01-medium.png,0
1603860600-105,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Champion Mushroom 400 gm,https://www.jadroo.com/champion-mushroom-400-gm,Champion Mushroom 400 gm,110,https://www.jadroo.com/uploads/media/2020/10/4oVwstCozr/888-medium.jpg,0
1603860642-122,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Royal Umbrella Glutinous Rice (Sticky Rice) 1Kg,https://www.jadroo.com/royal-umbrella-glutinous-rice-sticky-rice-1kg,Royal Umbrella Glutinous Rice (Sticky Rice) 1Kg,300,https://www.jadroo.com/uploads/media/2020/10/MnBVS9ht1e/Royal umbrella glutinous rice 1kg (1)-medium.jpg,0
1603860425-38,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Nokia -220 DS Feature Mobile Phone,https://www.jadroo.com/nokia-220-ds-2,Nokia -220 DS Feature Mobile Phone,3999,https://www.jadroo.com/uploads/media/2020/02/TmftEMgl7z/nokia-220-ds-4g-2019-basic-phone220-medium.jpg,0
1603863599-504,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,https://www.jadroo.com/amanat-shah-lungi-9,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,610,https://www.jadroo.com/uploads/media/2020/09/Z3ainUw3mm/Untitled4-medium.jpg,0
1603862945-461,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Slipper For Washroom,https://www.jadroo.com/slipper-for-washroom-2,Slipper For Washroom,485,https://www.jadroo.com/uploads/media/2020/09/I12X1eaa7S/A01-medium.jpg,0
1603860588-100,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Purnava Low GI Rice 1Kg,https://www.jadroo.com/purnava-low-gi-rice-1kg,Purnava Low GI Rice 1Kg,120,https://www.jadroo.com/uploads/media/2020/10/uqsi1D0Eyp/Purnava-Low-GI-Rice-medium.jpg,0
1603861658-349,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JadRoo  Floor Standing 2.0 Ton Air  Conditioner JRFS2- 24CR,https://www.jadroo.com/jadroo-floor-standing-20-ton-air-conditioner-jrfs2-24cr,JadRoo  Floor Standing 2.0 Ton Air  Conditioner JRFS2- 24CR,85000,https://www.jadroo.com/uploads/media/2020/10/oQD8NKqcLH/Website Template-01-medium.png,0
1603861021-252,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Dettol Original Soap 125gm monthly protection,https://www.jadroo.com/dettol-original-soap-125gm-monthly-protection,Dettol Original Soap 125gm monthly protection,199,https://www.jadroo.com/uploads/media/2020/08/2SkiDmGj8M/1 (4)-medium.jpg,0
1603861782-364,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Water Purifier  Optima OP-109,https://www.jadroo.com/water-purifier-optima-op-109,Water Purifier  Optima OP-109,9490,https://www.jadroo.com/uploads/media/2020/10/u7uGjcP3rN/OP-109-01-medium.png,0
1603860503-65,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Black pepper (কালো গোল মরিচ) 250gm,https://www.jadroo.com/black-pepper-250gm-2,Black pepper (কালো গোল মরিচ) 250gm,130,https://www.jadroo.com/uploads/media/2020/10/5AQIcp9UwC/কালো মরিচ 02-medium.jpg,0
1603860300-7,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Cool Luxury Model Racing Car Mobile Phone Cover,https://www.jadroo.com/mobile-cover,Cool Luxury Model Racing Car Mobile Phone Cover,200,https://www.jadroo.com/uploads/media/2020/02/57fokUdHy2/JRAMS001QC-1.jpg,0
1603863039-469,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Sequins Hair Pin Tip Top Clip,https://www.jadroo.com/sequins-hair-pin-tip-top-clip,Sequins Hair Pin Tip Top Clip,270,https://www.jadroo.com/uploads/media/2020/10/O1LLGKKOBZ/A02-medium.jpg,0
1603861105-278,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Ice Bag Pack Holder,https://www.jadroo.com/ice-bag-pack-holder-2,Ice Bag Pack Holder,525,https://www.jadroo.com/uploads/media/2020/09/wuwDKMsxyG/A01-medium.jpg,0
1603861630-346,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Midea MSM-12HRI 1.0-Ton Inverter Air Conditioner,https://www.jadroo.com/midea-msm-12hri-10-ton-inverter-air-conditioner,Midea MSM-12HRI 1.0-Ton Inverter Air Conditioner,36400,https://www.jadroo.com/uploads/media/2020/10/11zGNnYDHL/MSA-30.1-01-medium.png,0
1603860718-149,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Inflatable Swim Vest Water Wings,https://www.jadroo.com/swimming-arm-ring-4,Inflatable Swim Vest Water Wings,250,https://www.jadroo.com/uploads/media/2020/02/G3xHo1QWhS/JR-YY-001-R.jpg,0
1603863350-489,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,T-Shirt Busy Getting Bored,https://www.jadroo.com/t-shirt-busy-getting-bored,T-Shirt Busy Getting Bored,250,https://www.jadroo.com/uploads/media/2020/09/xRwXYYwCvy/Busy Getting bored02-medium.jpg,0
1603861007-247,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Veet Hair Removal Cream for Normal Skin 100gm,https://www.jadroo.com/veet-hair-removal-cream-for-normal-skin-100gm-3,Veet Hair Removal Cream for Normal Skin 100gm,265,https://www.jadroo.com/uploads/media/2020/08/i6oXgAfX0b/Primary Image (45)-medium.jpg,0
1603862899-458,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Cotton Unstitched  Women Dress 3 Piece (standard),https://www.jadroo.com/cotton-unstitched-women-dress-3-piece-standard,Cotton Unstitched  Women Dress 3 Piece (standard),1050,https://www.jadroo.com/uploads/media/2020/09/Z6snguIO82/12-a-medium.jpg,0
1603861161-288,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,DEEP FRESH Shampoo with Spring Chamomile - 300ml & 500ml,https://www.jadroo.com/deep-fresh-shampoo-with-spring-chamomile-300ml-500ml,DEEP FRESH Shampoo with Spring Chamomile - 300ml & 500ml,450,https://www.jadroo.com/uploads/media/2020/10/JQg29Dw7xc/rsz_spring1-medium.jpg,0
1603863471-496,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-তরঙ্গ,https://www.jadroo.com/amanat-shah-lungi,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-তরঙ্গ,780,https://www.jadroo.com/uploads/media/2020/09/eMMzuLlQ6U/Untitled-medium.jpg,0
1603862890-457,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Cotton Unstitched  Women Dress 3 Piece (standard),https://www.jadroo.com/cotton-unstitched-women-dress-3-piece-standard-3,Cotton Unstitched  Women Dress 3 Piece (standard),1050,https://www.jadroo.com/uploads/media/2020/09/XeVqY4IfH7/10-a-medium.jpg,0
1603861666-351,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Midea MUB-48CR Split Ceiling Type 4.0 Ton Air Conditioner,https://www.jadroo.com/midea-mub-48cr-split-ceiling-type-40-ton-air-conditioner,Midea MUB-48CR Split Ceiling Type 4.0 Ton Air Conditioner,109200,https://www.jadroo.com/uploads/media/2020/10/IXMJOcuLhV/MUB36CRN1-01-medium.png,0
1603861504-329,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Jadroo Energy Saving Light -26W B-22,https://www.jadroo.com/jadroo-energy-saving-light-26w-b-22,Jadroo Energy Saving Light -26W B-22,146,https://www.jadroo.com/uploads/media/2020/09/3VmjJLAB7z/Website Template-01-medium.jpg,0
